city,property_type,price,accommodates,room_type,host_neighbourhood,Latitudes,Longitudes,number_of_reviews,number_of_reviews
Montreal,Apartment,21.0,4,Private room,Villeray-Saint-Michel-Parc-Extension,-73.61791,45.54669,0,0
Montreal,Apartment,115.0,4,Entire home/apt,Ville-Marie,-73.58017,45.50139,19,19
Montreal,Apartment,25.0,2,Private room,Ville-Marie,-73.56303,45.52969,4,4
Montreal,Apartment,76.0,5,Entire home/apt,Downtown Montreal,-73.5796,45.49285,27,27
Montreal,Apartment,48.0,1,Private room,Le Plateau,-73.5784,45.5224,0,0
Montreal,Apartment,64.0,2,Private room,Notre-Dame-de-Grace,-73.60968,45.47234,0,0
Montreal,Other,99.0,5,Entire home/apt,Mile End,-73.60175,45.52779,30,30
Montreal,Apartment,20.0,2,Private room,Notre-Dame-de-Grace,-73.60512,45.47588,2,2
Montreal,Apartment,85.0,2,Entire home/apt,La Petite-Patrie,-73.59871,45.54211,13,13
Montreal,Apartment,89.0,3,Entire home/apt,McGill Ghetto,-73.57394,45.5075,64,64
Montreal,Apartment,64.0,2,Entire home/apt,Le Plateau,-73.58108,45.51868,22,22
Montreal,Loft,119.0,8,Entire home/apt,0,-73.55165,45.50909,6,6
Montreal,Apartment,68.0,4,Entire home/apt,Le Plateau,-73.55812,45.50385,53,53
Montreal,Apartment,118.0,6,Entire home/apt,La Petite-Patrie,-73.60259,45.5461,1,1
Montreal,House,150.0,4,Entire home/apt,Mile End,-73.60694,45.53192,16,16
Montreal,Apartment,199.0,6,Entire home/apt,Chinatown,-73.56225,45.50526,51,51
Montreal,Loft,1200.0,16,Entire home/apt,Old Port,-73.55329,45.50303,9,9
Montreal,Apartment,40.0,2,Private room,Mile End,-73.59643,45.52697,1,1
Montreal,Condominium,50.0,3,Entire home/apt,0,-73.63115,45.50941,4,4
Montreal,Condominium,150.0,6,Entire home/apt,Ville-Marie,-73.58345,45.53049,1,1
Montreal,Loft,66.0,4,Entire home/apt,Old Port,-73.55192,45.50945,44,44
Montreal,House,284.0,6,Entire home/apt,Downtown Montreal,-73.56918,45.53972,0,0
Montreal,Serviced apartment,99.0,5,Entire home/apt,Ville-Marie,-73.57948,45.49994,19,19
Montreal,Condominium,64.0,3,Entire home/apt,Villeray-Saint-Michel-Parc-Extension,-73.62062,45.54563,3,3
