city,property_type,price,accommodates,room_type,host_neighbourhood,Latitudes,Longitudes,number_of_reviews,number_of_reviews
Barcelona,Apartment,750.0,8,Entire home/apt,La Vila Olímpica,2.21403,41.40434,0,0
Barcelona,Apartment,90.0,4,Entire home/apt,Dreta de l'Eixample,2.1645,41.37343,11,11
Barcelona,Apartment,75.0,6,Entire home/apt,Sant Gervasi - Galvany,2.13911,41.40216,0,0
Barcelona,Apartment,15.0,4,Entire home/apt,El Poble-sec,2.16658,41.37282,3,3
Barcelona,Apartment,15.0,1,Private room,El Camp de l'Arpa del Clot,2.18496,41.41015,1,1
Barcelona,Apartment,75.0,5,Entire home/apt,Dreta de l'Eixample,2.12439,41.37454,22,22
Barcelona,House,35.0,2,Private room,0,2.17232,41.41188,1,1
Barcelona,Farm stay,100.0,2,Private room,0,2.12807,41.40666,0,0
Barcelona,Apartment,50.0,2,Private room,El Gòtic,2.1795,41.3791,10,10
Barcelona,Apartment,120.0,4,Entire home/apt,El Poble-sec,2.16033,41.37128,257,257
Barcelona,Apartment,67.0,2,Entire home/apt,El Born,2.18094,41.38717,1,1
Barcelona,Apartment,80.0,5,Entire home/apt,Vila de Gràcia,2.14344,41.37483,37,37
Barcelona,Apartment,140.0,6,Entire home/apt,Dreta de l'Eixample,2.15849,41.40913,30,30
Barcelona,Apartment,470.0,6,Entire home/apt,La Nova Esquerra de l'Eixample,2.16855,41.37393,34,34
Barcelona,Apartment,98.0,4,Entire home/apt,Sant Antoni,2.15565,41.37386,35,35
Barcelona,Apartment,29.0,2,Private room,El Raval,2.17343,41.38084,19,19
Barcelona,Apartment,100.0,3,Entire home/apt,0,2.16375,41.37956,1,1
Barcelona,Apartment,35.0,2,Private room,Sant Antoni,2.15374,41.37718,53,53
Barcelona,Apartment,31.0,2,Private room,Sant Pere/Santa Caterina,2.17862,41.38659,6,6
Barcelona,Apartment,100.0,6,Entire home/apt,L'Antiga Esquerra de l'Eixample,2.162,41.38621,132,132
Barcelona,Apartment,180.0,6,Entire home/apt,Sarrià,2.13539,41.38778,7,7
Barcelona,Apartment,34.0,3,Entire home/apt,Vallcarca i els Penitents,2.16192,41.38878,4,4
Barcelona,Apartment,15.0,2,Private room,El Bon Pastor,2.20417,41.43574,13,13
Barcelona,Apartment,55.0,4,Entire home/apt,La Nova Esquerra de l'Eixample,2.17461,41.42355,2,2
Barcelona,Apartment,100.0,2,Entire home/apt,Sant Gervasi - Galvany,2.17762,41.40782,3,3
Barcelona,Apartment,50.0,2,Private room,El Raval,2.16731,41.37874,27,27
Barcelona,Apartment,100.0,2,Private room,0,2.11271,41.41055,0,0
Barcelona,Apartment,30.0,1,Private room,0,2.1708,41.37868,0,0
Barcelona,Serviced apartment,180.0,5,Entire home/apt,Camp d'en Grassot i Gràcia Nova,2.17542,41.42309,28,28
Barcelona,Apartment,28.0,2,Private room,0,2.17513,41.37837,70,70
Barcelona,Apartment,110.0,10,Entire home/apt,Vila de Gràcia,2.13862,41.40219,6,6
Barcelona,Apartment,110.0,10,Entire home/apt,Vila de Gràcia,2.16011,41.40502,5,5
Barcelona,Apartment,50.0,2,Private room,El Raval,2.16422,41.38119,4,4
Barcelona,Apartment,22.0,2,Private room,0,2.17344,41.37609,64,64
Barcelona,Apartment,110.0,2,Private room,L'Antiga Esquerra de l'Eixample,2.14838,41.38453,1,1
Barcelona,Apartment,80.0,2,Private room,La Nova Esquerra de l'Eixample,2.15819,41.38308,2,2
Barcelona,Apartment,110.0,2,Entire home/apt,El Gòtic,2.17745,41.38273,23,23
Barcelona,Condominium,175.0,6,Entire home/apt,0,2.20727,41.39763,3,3
Barcelona,Apartment,25.0,4,Entire home/apt,Vila de Gràcia,2.15491,41.40252,0,0
Barcelona,Apartment,82.0,2,Entire home/apt,Dreta de l'Eixample,2.16739,41.39268,40,40
Barcelona,Apartment,56.0,4,Private room,Sant Gervasi - Galvany,2.13806,41.40144,21,21
Barcelona,Apartment,83.0,5,Entire home/apt,0,2.15611,41.37384,10,10
Barcelona,Loft,50.0,2,Entire home/apt,La Nova Esquerra de l'Eixample,2.14587,41.37808,1,1
Barcelona,Apartment,45.0,2,Entire home/apt,Sant Antoni,2.16311,41.37766,2,2
Barcelona,Apartment,70.0,4,Entire home/apt,Adelfas,2.16088,41.39817,0,0
Barcelona,Apartment,45.0,3,Private room,La Vila Olímpica,2.19584,41.39595,8,8
Barcelona,Apartment,100.0,2,Entire home/apt,Adelfas,2.1586,41.38186,0,0
Barcelona,Apartment,80.0,3,Entire home/apt,Adelfas,2.19552,41.39343,0,0
Barcelona,Apartment,2000.0,1,Private room,El Raval,2.17262,41.37539,0,0
Barcelona,Apartment,85.0,4,Entire home/apt,Dreta de l'Eixample,2.16187,41.39228,1,1
Barcelona,Apartment,44.0,2,Private room,El Poblenou,2.19975,41.40125,15,15
Barcelona,Apartment,75.0,2,Entire home/apt,L'Antiga Esquerra de l'Eixample,2.15076,41.4069,1,1
Barcelona,Serviced apartment,115.0,6,Entire home/apt,La Sagrada Família,2.17574,41.40557,29,29
Barcelona,Apartment,18.0,1,Private room,Navas,2.1805,41.41756,50,50
Barcelona,Apartment,80.0,7,Entire home/apt,La Nova Esquerra de l'Eixample,2.15482,41.38046,13,13
Barcelona,Loft,50.0,2,Private room,El Poblenou,2.19918,41.39715,24,24
Barcelona,Apartment,40.0,3,Private room,Sant Antoni,2.16078,41.38334,40,40
Barcelona,Apartment,79.0,3,Private room,Dreta de l'Eixample,2.16673,41.38789,34,34
Barcelona,Apartment,68.0,2,Private room,0,2.17696,41.37818,49,49
Barcelona,Apartment,60.0,2,Entire home/apt,Adelfas,2.19012,41.38033,0,0
Barcelona,Apartment,47.0,2,Private room,El Born,2.18358,41.38484,23,23
Barcelona,Apartment,55.0,2,Private room,L'Antiga Esquerra de l'Eixample,2.14306,41.38186,16,16
Barcelona,Guesthouse,50.0,2,Private room,El Poble-sec,2.14741,41.37974,2,2
Barcelona,Apartment,90.0,4,Entire home/apt,El Gòtic,2.17051,41.39397,0,0
Barcelona,Apartment,50.0,6,Entire home/apt,Sant Antoni,2.1788,41.40387,0,0
Barcelona,Apartment,45.0,2,Entire home/apt,El Gòtic,2.1737,41.3846,2,2
Barcelona,Apartment,59.0,4,Entire home/apt,Sant Gervasi - la Bonanova,2.13589,41.40416,6,6
Barcelona,Apartment,150.0,3,Entire home/apt,Dreta de l'Eixample,2.17445,41.3973,22,22
Barcelona,Apartment,71.0,3,Entire home/apt,0,2.18163,41.4073,2,2
Barcelona,Apartment,70.0,6,Entire home/apt,Sants-Montjuïc,2.15466,41.37391,2,2
Barcelona,Apartment,103.0,4,Entire home/apt,0,2.19103,41.39184,0,0
